adm3_pcode,adm3_en,ref_region,ref_zone,indicator,group,label,value_type,period,num_sum,denom_sum,n_records,value_pct,value_pct_capped
ET010107,Sheraro town,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,1,2,1,50,50
ET010107,Sheraro town,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,2,1,0,0
ET010107,Sheraro town,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010107,Sheraro town,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,2,2,1,100,100
ET010107,Sheraro town,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,7,13,1,53.84615384615385,53.84615384615385
ET010109,Selekleka,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,3,1,0,0
ET010109,Selekleka,Tigray,North Western,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010109,Selekleka,Tigray,North Western,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010109,Selekleka,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,3,1,0,0
ET010109,Selekleka,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010109,Selekleka,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,2,2,1,100,100
ET010109,Selekleka,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010110,Seyemti Adyabo,Tigray,North Western,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,15,23,1,65.21739130434783,65.21739130434783
ET010110,Seyemti Adyabo,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,3,1,0,0
ET010110,Seyemti Adyabo,Tigray,North Western,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,1,1,0,0
ET010110,Seyemti Adyabo,Tigray,North Western,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,1,1,1,100,100
ET010110,Seyemti Adyabo,Tigray,North Western,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,1,1,1,100,100
ET010110,Seyemti Adyabo,Tigray,North Western,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,1,1,0,0
ET010110,Seyemti Adyabo,Tigray,North Western,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,1,1,0,0
ET010110,Seyemti Adyabo,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,1,1,1,100,100
ET010110,Seyemti Adyabo,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,1,1,1,100,100
ET010110,Seyemti Adyabo,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,1,1,0,0
ET010110,Seyemti Adyabo,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010110,Seyemti Adyabo,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,1,1,1,100,100
ET010110,Seyemti Adyabo,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,1,1,1,100,100
ET010111,Adi Daero,Tigray,North Western,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,15,26,1,57.69230769230769,57.69230769230769
ET010111,Adi Daero,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,3,1,0,0
ET010111,Adi Daero,Tigray,North Western,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010111,Adi Daero,Tigray,North Western,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010111,Adi Daero,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,3,1,0,0
ET010111,Adi Daero,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010111,Adi Daero,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,3,3,1,100,100
ET010111,Adi Daero,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,3,3,1,100,100
ET010113,Tsimbla,Tigray,North Western,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,18,31,1,58.064516129032256,58.064516129032256
ET010113,Tsimbla,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,3,1,0,0
ET010113,Tsimbla,Tigray,North Western,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010113,Tsimbla,Tigray,North Western,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,1,1,0,0
ET010113,Tsimbla,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,2,3,1,66.66666666666667,66.66666666666667
ET010113,Tsimbla,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,3,1,0,0
ET010113,Tsimbla,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010113,Tsimbla,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,3,3,1,100,100
ET010113,Tsimbla,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,3,3,1,100,100
ET010114,Endabaguna town,Tigray,North Western,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,13,21,1,61.904761904761905,61.904761904761905
ET010114,Endabaguna town,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,9,1,0,0
ET010114,Endabaguna town,Tigray,North Western,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,1,1,0,0
ET010114,Endabaguna town,Tigray,North Western,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,1,1,1,100,100
ET010114,Endabaguna town,Tigray,North Western,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,1,1,1,100,100
ET010114,Endabaguna town,Tigray,North Western,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,1,1,0,0
ET010114,Endabaguna town,Tigray,North Western,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,1,1,1,100,100
ET010114,Endabaguna town,Tigray,North Western,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,1,1,1,100,100
ET010114,Endabaguna town,Tigray,North Western,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,1,1,0,0
ET010114,Endabaguna town,Tigray,North Western,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010114,Endabaguna town,Tigray,North Western,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,1,1,1,100,100
ET010114,Endabaguna town,Tigray,North Western,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,1,1,1,100,100
ET010116,May Tsebri town,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010116,May Tsebri town,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET010116,May Tsebri town,Tigray,North Western,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET010116,May Tsebri town,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET010116,May Tsebri town,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET010116,May Tsebri town,Tigray,North Western,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
